"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSGACG00000000060" "scaffold_99-11" "scaffold_99" 38969 39173 2.68 5.4e-07
"ENSGACG00000000081" "scaffold_99-6" "scaffold_99" 301767 301971 2.07 1.32e-05
"ENSGACG00000000084" "scaffold_99-6" "scaffold_99" 301767 301971 2.07 1.32e-05
"ENSGACG00000000111" "scaffold_95-20" "scaffold_95" 391259 391463 3.47 8.96e-06
"ENSGACG00000000123" "scaffold_740-1" "scaffold_740" 7303 7507 2.72 3.85e-05
"ENSGACG00000000151" "scaffold_58-15" "scaffold_58" 1103366 1103570 3.18 3.83e-06
"ENSGACG00000000159" "scaffold_216-6" "scaffold_216" 31102 31306 3.61 8.81e-08
"ENSGACG00000000310" "scaffold_69-20" "scaffold_69" 697273 697477 6.58 2.97e-10
"ENSGACG00000000311" "scaffold_69-20" "scaffold_69" 697273 697477 6.58 2.97e-10
"ENSGACG00000000316" "scaffold_27-311" "scaffold_27" 104787 104991 3.18 3.83e-06
"ENSGACG00000000319" "scaffold_27-311" "scaffold_27" 104787 104991 3.18 3.83e-06
"ENSGACG00000000357" "scaffold_27-416" "scaffold_27" 297835 298039 6.07 1.64e-07
"ENSGACG00000000357" "scaffold_27-496" "scaffold_27" 298317 298521 3.75 6.83e-05
"ENSGACG00000000357" "scaffold_27-417" "scaffold_27" 304870 305074 5.63 1.01e-06
"ENSGACG00000000360" "scaffold_131-12" "scaffold_131" 148806 149010 6.07 1.64e-07
"ENSGACG00000000369" "scaffold_131-4" "scaffold_131" 171471 171675 2.65 1.29e-05
"ENSGACG00000000376" "scaffold_27-173" "scaffold_27" 656452 656656 2.55 3.48e-05
"ENSGACG00000000383" "scaffold_27-83" "scaffold_27" 683274 683478 2.18 9.1e-07
"ENSGACG00000000397" "scaffold_27-558" "scaffold_27" 783591 783807 4.04 7.14e-05
"ENSGACG00000000441" "scaffold_27-228" "scaffold_27" 892287 892491 2.93 1.3e-05
"ENSGACG00000000443" "scaffold_27-228" "scaffold_27" 892287 892491 2.93 1.3e-05
"ENSGACG00000000452" "scaffold_163-14" "scaffold_163" 58390 58594 6.07 1.64e-07
"ENSGACG00000000466" "scaffold_139-9" "scaffold_139" 103949 104153 2.31 2.1e-05
"ENSGACG00000000498" "scaffold_27-153" "scaffold_27" 1010222 1010426 2.09 6.44e-05
"ENSGACG00000000505" "scaffold_139-2" "scaffold_139" 138042 138246 2.02 2.79e-05
"ENSGACG00000000510" "scaffold_101-25" "scaffold_101" 323786 323990 3.47 8.96e-06
"ENSGACG00000000514" "scaffold_101-25" "scaffold_101" 323786 323990 3.47 8.96e-06
"ENSGACG00000000601" "scaffold_27-175" "scaffold_27" 1266010 1266214 3.03 2.08e-08
"ENSGACG00000000604" "scaffold_27-175" "scaffold_27" 1266010 1266214 3.03 2.08e-08
"ENSGACG00000000607" "scaffold_90-14" "scaffold_90" 143893 144097 2.08 1.49e-05
"ENSGACG00000000623" "scaffold_90-38" "scaffold_90" 209998 210202 3.68 7.31e-06
"ENSGACG00000000628" "scaffold_88-16" "scaffold_88" 252325 252541 12.12 8.32e-10
"ENSGACG00000000632" "scaffold_27-232" "scaffold_27" 1486732 1486936 2.64 4.41e-06
"ENSGACG00000000653" "scaffold_27-88" "scaffold_27" 1605499 1605715 2.17 4e-05
"ENSGACG00000000659" "scaffold_27-88" "scaffold_27" 1605499 1605715 2.17 4e-05
"ENSGACG00000000695" "scaffold_90-32" "scaffold_90" 437594 437798 2.66 3.77e-05
"ENSGACG00000000713" "scaffold_27-572" "scaffold_27" 1951627 1951843 5.19 4.65e-05
"ENSGACG00000000729" "scaffold_27-91" "scaffold_27" 2002865 2003069 2.43 3.67e-07
"ENSGACG00000000731" "scaffold_47-63" "scaffold_47" 215639 215843 4.43 7.81e-09
