"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000000078" "chr13-1871" "chr13" 5870936 5871126 2.23 4.69e-06
"ENSMUSG00000000088" "chr9-2272" "chr9" 57353917 57354107 2.1 2.04e-06
"ENSMUSG00000000127" "chr17-1907" "chr17" 64318918 64319108 2.2 1.41e-06
"ENSMUSG00000000127" "chr17-2634" "chr17" 64250993 64251183 2.6 3.02e-06
"ENSMUSG00000000131" "chr7-7218" "chr7" 133324965 133325155 2.64 8.7e-05
"ENSMUSG00000000142" "chr11-4151" "chr11" 108752144 108752334 2.2 2.41e-05
"ENSMUSG00000000142" "chr11-5453" "chr11" 108794750 108794940 2.4 1.4e-05
"ENSMUSG00000000142" "chr11-5455" "chr11" 108809274 108809464 2.83 5.25e-07
"ENSMUSG00000000142" "chr11-10412" "chr11" 108790795 108790985 2.23 5.42e-05
"ENSMUSG00000000142" "chr11-6046" "chr11" 108803489 108803683 2.19 9.03e-05
"ENSMUSG00000000149" "chr5-6596" "chr5" 141255368 141255562 3.55 3.89e-07
"ENSMUSG00000000159" "chr16-902" "chr16" 96690995 96691185 2.08 2.67e-07
"ENSMUSG00000000183" "chr6-5307" "chr6" 126961798 126961988 2.68 2.25e-05
"ENSMUSG00000000197" "chr14-1453" "chr14" 123711249 123711439 3.02 1.02e-09
"ENSMUSG00000000223" "chrX-1577" "chrX" 130961473 130961663 2.57 6.15e-05
"ENSMUSG00000000247" "chr2-4384" "chr2" 38222636 38222826 2.19 1.6e-05
"ENSMUSG00000000253" "chr13-1108" "chr13" 45604615 45604805 2.05 4.34e-06
"ENSMUSG00000000282" "chr11-7356" "chr11" 74662100 74662290 2.38 7.51e-05
"ENSMUSG00000000290" "chr10-2966" "chr10" 77004082 77004272 2.93 1.77e-07
"ENSMUSG00000000305" "chr2-2330" "chr2" 179272298 179272488 2.22 1.88e-07
"ENSMUSG00000000305" "chr2-3321" "chr2" 179602896 179603086 2.26 9.17e-07
"ENSMUSG00000000305" "chr2-7782" "chr2" 179597835 179598025 2.74 1.51e-06
"ENSMUSG00000000305" "chr2-11867" "chr2" 179497961 179498151 3.02 5.31e-05
"ENSMUSG00000000305" "chr2-10635" "chr2" 179579377 179579567 2.89 1.04e-05
"ENSMUSG00000000305" "chr2-13469" "chr2" 179504623 179504813 2.64 8.7e-05
"ENSMUSG00000000305" "chr2-13466" "chr2" 179443221 179443411 3.42 1.85e-05
"ENSMUSG00000000317" "chr11-8277" "chr11" 70044505 70044699 3.84 2.85e-08
"ENSMUSG00000000325" "chr16-2443" "chr16" 18386392 18386582 3.02 2.24e-07
"ENSMUSG00000000325" "chr16-1530" "chr16" 18383725 18383919 2.2 8.09e-06
"ENSMUSG00000000326" "chr16-1662" "chr16" 18410505 18410695 2.59 5.72e-07
"ENSMUSG00000000326" "chr16-2763" "chr16" 18423665 18423859 2.37 3.79e-05
"ENSMUSG00000000374" "chr10-4181" "chr10" 77683039 77683229 2.56 1.14e-05
"ENSMUSG00000000399" "chr6-4773" "chr6" 126773851 126774041 2.24 8.13e-05
"ENSMUSG00000000399" "chr6-4312" "chr6" 126742157 126742347 3.16 4.15e-06
"ENSMUSG00000000399" "chr6-7521" "chr6" 126758448 126758638 2.89 1.04e-05
"ENSMUSG00000000439" "chr6-3010" "chr6" 115558772 115558962 2.2 2.41e-05
"ENSMUSG00000000441" "chr6-7404" "chr6" 115576244 115576434 3.02 1.34e-05
"ENSMUSG00000000489" "chr15-2207" "chr15" 79904937 79905131 2.28 7.91e-06
"ENSMUSG00000000530" "chr15-2648" "chr15" 100991833 100992023 2.45 7.27e-07
"ENSMUSG00000000532" "chr15-2648" "chr15" 100991833 100992023 2.45 7.27e-07
"ENSMUSG00000000538" "chr11-4562" "chr11" 60117972 60118162 2.13 3.58e-05
"ENSMUSG00000000538" "chr11-3232" "chr11" 60088226 60088420 2.08 1.69e-05
"ENSMUSG00000000552" "chr15-4235" "chr15" 103168634 103168824 3.02 3.39e-06
"ENSMUSG00000000628" "chr6-3763" "chr6" 82724194 82724384 2.82 2.03e-06
"ENSMUSG00000000628" "chr6-6289" "chr6" 82723175 82723365 2.51 4.3e-05
"ENSMUSG00000000628" "chr6-3761" "chr6" 82724730 82724924 2.6 2.4e-06
"ENSMUSG00000000631" "chr11-6754" "chr11" 77667909 77668099 2.21 3.61e-05
"ENSMUSG00000000738" "chr8-5461" "chr8" 125595181 125595371 3.59 9.68e-08
"ENSMUSG00000000739" "chr8-2464" "chr8" 125665699 125665889 2.23 4.69e-06
"ENSMUSG00000000739" "chr8-6729" "chr8" 125667634 125667824 3.35 4.78e-06
"ENSMUSG00000000794" "chr3-3496" "chr3" 89455452 89455642 2.26 1.04e-05
"ENSMUSG00000000794" "chr3-6542" "chr3" 89468084 89468274 2.77 3.08e-05
"ENSMUSG00000000794" "chr3-6543" "chr3" 89516665 89516855 2.89 1.04e-05
"ENSMUSG00000000804" "chr11-3432" "chr11" 84780211 84780401 2.25 7e-06
"ENSMUSG00000000805" "chr11-3432" "chr11" 84780211 84780401 2.25 7e-06
"ENSMUSG00000000805" "chr11-6235" "chr11" 84772915 84773105 2.51 7.98e-06
"ENSMUSG00000000861" "chr11-7868" "chr11" 24012596 24012786 7.37 1.43e-12
"ENSMUSG00000000861" "chr11-9611" "chr11" 24037542 24037732 4.02 2.24e-08
"ENSMUSG00000000881" "chrX-1331" "chrX" 98002160 98002350 4.22 7.4e-08
"ENSMUSG00000000881" "chrX-1041" "chrX" 97992858 97993052 2.24 2.69e-05
"ENSMUSG00000000958" "chr14-2311" "chr14" 55027623 55027817 3.16 2.1e-08
"ENSMUSG00000000959" "chr14-2311" "chr14" 55027623 55027817 3.16 2.1e-08
"ENSMUSG00000001036" "chr11-4343" "chr11" 61361601 61361795 2.77 8.79e-08
"ENSMUSG00000001036" "chr11-5806" "chr11" 61374440 61374634 2.29 8.94e-05
"ENSMUSG00000001098" "chr5-6354" "chr5" 114819016 114819206 2.35 5.08e-05
"ENSMUSG00000001151" "chr10-3193" "chr10" 75809063 75809253 2.28 1.55e-05
"ENSMUSG00000001173" "chrX-905" "chrX" 45369267 45369457 2.19 1.6e-05
"ENSMUSG00000001227" "chr17-2027" "chr17" 56272642 56272836 2.26 5.34e-06
"ENSMUSG00000001229" "chr17-3920" "chr17" 56370498 56370688 2.79 7.88e-06
"ENSMUSG00000001247" "chr7-6746" "chr7" 31754698 31754888 2.77 3.08e-05
"ENSMUSG00000001280" "chr15-5218" "chr15" 102231530 102231724 2.86 3.34e-05
"ENSMUSG00000001300" "chr8-4994" "chr8" 8635524 8635714 3.39 9.3e-08
"ENSMUSG00000001333" "chr4-7580" "chr4" 128963853 128964043 4.02 2.24e-08
"ENSMUSG00000001417" "chr3-1402" "chr3" 88037100 88037290 2.05 1.27e-06
"ENSMUSG00000001424" "chr6-1578" "chr6" 28873929 28874119 2.01 1.76e-06
"ENSMUSG00000001424" "chr6-3659" "chr6" 28881786 28881976 2.32 3.43e-05
"ENSMUSG00000001424" "chr6-4411" "chr6" 28767356 28767546 2.55 2.14e-06
"ENSMUSG00000001424" "chr6-5448" "chr6" 28476596 28476786 3.02 1.34e-05
"ENSMUSG00000001424" "chr6-1917" "chr6" 28766286 28766480 2.32 2.3e-06
"ENSMUSG00000001435" "chr10-5869" "chr10" 76560297 76560491 2.73 9.4e-05
"ENSMUSG00000001521" "chr6-5321" "chr6" 128302903 128303093 3.45 3.53e-07
"ENSMUSG00000001521" "chr6-1997" "chr6" 128300363 128300557 2.18 3.64e-06
"ENSMUSG00000001576" "chr17-1860" "chr17" 26747691 26747885 2.12 5.3e-06
"ENSMUSG00000001642" "chr6-4446" "chr6" 34243068 34243258 2.68 2.25e-05
"ENSMUSG00000001672" "chr8-7390" "chr8" 112474680 112474870 2.87 4.11e-05
"ENSMUSG00000001750" "chr19-804" "chr19" 3895908 3896098 2.01 2.29e-07
"ENSMUSG00000001763" "chr6-2881" "chr6" 29666629 29666819 2.71 2.91e-07
"ENSMUSG00000001768" "chr2-4520" "chr2" 145709904 145710094 2.51 1.5e-06
"ENSMUSG00000001768" "chr2-5260" "chr2" 145674513 145674703 2.21 3.61e-05
"ENSMUSG00000001768" "chr2-9307" "chr2" 145672949 145673139 3.27 3.2e-07
"ENSMUSG00000001829" "chr7-4566" "chr7" 108830342 108830532 2.51 7.98e-06
"ENSMUSG00000001833" "chr9-4823" "chr9" 25022718 25022908 2.35 5.08e-05
"ENSMUSG00000001870" "chr17-3645" "chr17" 75343583 75343773 2.56 1.14e-05
"ENSMUSG00000001911" "chr8-3380" "chr8" 87339116 87339310 2.15 2.67e-05
"ENSMUSG00000001942" "chr9-4867" "chr9" 37436168 37436358 2.55 2.14e-06
"ENSMUSG00000001985" "chr4-3366" "chr4" 125076425 125076615 2.44 3.84e-06
"ENSMUSG00000001985" "chr4-9660" "chr4" 125312262 125312452 4.27 1.05e-06
"ENSMUSG00000001995" "chr8-3523" "chr8" 127893820 127894010 2.21 3.61e-05
"ENSMUSG00000001995" "chr8-7583" "chr8" 128016165 128016355 2.87 4.11e-05
"ENSMUSG00000001995" "chr8-8569" "chr8" 128047978 128048168 3.62 5.02e-06
"ENSMUSG00000002010" "chrX-1399" "chrX" 71028457 71028647 3.69 3.56e-07
"ENSMUSG00000002012" "chrX-1525" "chrX" 70903235 70903425 2.68 2.25e-05
"ENSMUSG00000002028" "chr9-8244" "chr9" 44625493 44625683 2.51 4.3e-05
"ENSMUSG00000002028" "chr9-8350" "chr9" 44662438 44662632 4.97 5.16e-08
"ENSMUSG00000002058" "chr11-6208" "chr11" 78159015 78159205 2.07 7.79e-05
"ENSMUSG00000002076" "chr17-2791" "chr17" 32041678 32041868 2.14 5.4e-05
"ENSMUSG00000002076" "chr17-3848" "chr17" 32029628 32029818 2.43 2.05e-05
"ENSMUSG00000002107" "chr2-11969" "chr2" 6541756 6541946 3.42 1.85e-05
"ENSMUSG00000002107" "chr2-4976" "chr2" 6749241 6749431 2.28 1.55e-05
"ENSMUSG00000002107" "chr2-7087" "chr2" 6825125 6825315 2.15 8.17e-05
"ENSMUSG00000002107" "chr2-10715" "chr2" 6819518 6819708 4.27 1.05e-06
"ENSMUSG00000002107" "chr2-9617" "chr2" 6985658 6985848 3.59 9.68e-08
"ENSMUSG00000002210" "chr7-5114" "chr7" 25204868 25205058 2.41 2.64e-06
"ENSMUSG00000002210" "chr7-9236" "chr7" 25209252 25209442 5.28 1.74e-09
"ENSMUSG00000002250" "chr17-5075" "chr17" 28384907 28385097 2.57 6.15e-05
"ENSMUSG00000002279" "chr17-5037" "chr17" 25769914 25770104 2.68 2.25e-05
"ENSMUSG00000002279" "chr17-2977" "chr17" 25712948 25713142 2.4 5.58e-05
"ENSMUSG00000002475" "chr18-1203" "chr18" 10656019 10656213 2.12 3.54e-06
"ENSMUSG00000002489" "chr16-2164" "chr16" 89861825 89862015 2.13 3.58e-05
"ENSMUSG00000002489" "chr16-2347" "chr16" 90052125 90052315 2.13 3.58e-05
"ENSMUSG00000002489" "chr16-3616" "chr16" 89837551 89837741 2.57 6.15e-05
"ENSMUSG00000002489" "chr16-3207" "chr16" 89840888 89841078 4.19 5.28e-09
"ENSMUSG00000002489" "chr16-2182" "chr16" 89873581 89873775 2.27 5.99e-05
"ENSMUSG00000002489" "chr16-1511" "chr16" 90142245 90142435 2.15 3.16e-06
"ENSMUSG00000002588" "chr6-5453" "chr6" 5118698 5118892 3.41 1.35e-06
"ENSMUSG00000002688" "chr12-1594" "chr12" 51453351 51453541 2.06 2.25e-05
"ENSMUSG00000002688" "chr12-3079" "chr12" 51553464 51553654 2.28 1.55e-05
"ENSMUSG00000002688" "chr12-4343" "chr12" 51748683 51748873 2.24 8.13e-05
"ENSMUSG00000002699" "chr11-7920" "chr11" 33954362 33954552 3.02 8.69e-07
"ENSMUSG00000002733" "chr2-11197" "chr2" 76530499 76530689 3.62 5.02e-06
"ENSMUSG00000002799" "chr12-7954" "chr12" 114158780 114158970 2.64 8.7e-05
"ENSMUSG00000002820" "chr9-2316" "chr9" 21054157 21054351 2.36 6.65e-07
"ENSMUSG00000002871" "chr6-1989" "chr6" 88887446 88887636 2.19 6.33e-07
"ENSMUSG00000002871" "chr6-1873" "chr6" 88891982 88892172 2.01 1.37e-05
"ENSMUSG00000002881" "chr1-5146" "chr1" 52635404 52635594 2.43 2.05e-05
"ENSMUSG00000002881" "chr1-5717" "chr1" 52580384 52580574 2.47 2.98e-05
"ENSMUSG00000002881" "chr1-9192" "chr1" 52513593 52513783 6.03 3.28e-09
"ENSMUSG00000002981" "chr7-4367" "chr7" 20226896 20227086 2.48 5.55e-06
"ENSMUSG00000003033" "chr8-8049" "chr8" 74820660 74820850 2.79 7.88e-06
"ENSMUSG00000003033" "chr8-8048" "chr8" 74765855 74766045 4.02 2.24e-08
"ENSMUSG00000003033" "chr8-5194" "chr8" 74793960 74794154 2.78 6.42e-06
"ENSMUSG00000003099" "chr7-3116" "chr7" 17585348 17585538 2.33 4.4e-06
"ENSMUSG00000003119" "chr11-11559" "chr11" 98122098 98122288 2.57 6.15e-05
"ENSMUSG00000003119" "chr11-4116" "chr11" 98126706 98126896 2.35 6.49e-06
"ENSMUSG00000003134" "chr1-8034" "chr1" 39559707 39559897 2.77 3.08e-05
"ENSMUSG00000003178" "chr6-5879" "chr6" 120963384 120963574 2.89 1.04e-05
"ENSMUSG00000003279" "chr17-1740" "chr17" 70806146 70806336 2.22 3.15e-06
"ENSMUSG00000003279" "chr17-1915" "chr17" 70947085 70947275 2.01 2.07e-05
"ENSMUSG00000003279" "chr17-3631" "chr17" 70876493 70876683 3.59 9.68e-08
"ENSMUSG00000003279" "chr17-2497" "chr17" 70978228 70978422 2.22 1.8e-05
"ENSMUSG00000003279" "chr17-3672" "chr17" 71182522 71182716 2.62 1.26e-05
"ENSMUSG00000003279" "chr17-4828" "chr17" 70683134 70683328 2.65 6.68e-05
"ENSMUSG00000003279" "chr17-4757" "chr17" 70651893 70652083 2.72 5.82e-06
"ENSMUSG00000003344" "chr10-1179" "chr10" 80121858 80122048 2.84 4.86e-13
"ENSMUSG00000003363" "chr7-6722" "chr7" 28329640 28329830 4.53 2.62e-10
"ENSMUSG00000003421" "chr7-9363" "chr7" 52331474 52331664 5.03 9.31e-09
"ENSMUSG00000003444" "chr7-5624" "chr7" 29169357 29169551 2.87 8.65e-06
"ENSMUSG00000003531" "chr16-1090" "chr16" 18053040 18053230 2.33 5.75e-07
